star_age  Teff  log_g  feh  Mag_bol  Flux_bol  Interp_rad  B  I  J  M  R  U  V
   4.956510E+07   4.019684E+03   2.559646E-01  -1.262218E+00    5.253938E+00   7.914527E-03   9.308376E-02  -3.800216E+00  -6.996118E+00  -7.837357E+00  -8.728451E+00  -6.300008E+00  -2.004575E+00  -5.336686E+00
   4.956543E+07   4.019667E+03   2.560434E-01  -1.262225E+00    5.254154E+00   7.912951E-03   9.307339E-02  -3.799995E+00  -6.995894E+00  -7.837140E+00  -8.728249E+00  -6.299781E+00  -2.004362E+00  -5.336459E+00
   4.956573E+07   4.019833E+03   2.564661E-01  -1.262232E+00    5.255031E+00   7.906562E-03   9.302717E-02  -3.799554E+00  -6.995050E+00  -7.836221E+00  -8.727264E+00  -6.299011E+00  -2.004329E+00  -5.335815E+00
   4.956601E+07   4.020150E+03   2.571779E-01  -1.262238E+00    5.256467E+00   7.896107E-03   9.295093E-02  -3.798917E+00  -6.993680E+00  -7.834710E+00  -8.725619E+00  -6.297780E+00  -2.004432E+00  -5.334813E+00
   4.956627E+07   4.020652E+03   2.582426E-01  -1.262244E+00    5.258586E+00   7.880712E-03   9.283823E-02  -3.798042E+00  -6.991668E+00  -7.832475E+00  -8.723171E+00  -6.295985E+00  -2.004701E+00  -5.333375E+00
   4.956652E+07   4.021346E+03   2.596745E-01  -1.262250E+00    5.261416E+00   7.860200E-03   9.268792E-02  -3.796918E+00  -6.988987E+00  -7.829487E+00  -8.719885E+00  -6.293603E+00  -2.005135E+00  -5.331482E+00
   4.956674E+07   4.022207E+03   2.614374E-01  -1.262255E+00    5.264892E+00   7.835078E-03   9.250424E-02  -3.795552E+00  -6.985697E+00  -7.825816E+00  -8.715842E+00  -6.290682E+00  -2.005690E+00  -5.329167E+00
   4.956695E+07   4.023294E+03   2.636332E-01  -1.262259E+00    5.269206E+00   7.804006E-03   9.227748E-02  -3.793886E+00  -6.981617E+00  -7.821255E+00  -8.710812E+00  -6.287067E+00  -2.006424E+00  -5.326312E+00
   4.956715E+07   4.024533E+03   2.661405E-01  -1.262259E+00    5.274134E+00   7.768664E-03   9.202148E-02  -3.791974E+00  -6.976955E+00  -7.816045E+00  -8.705067E+00  -6.282935E+00  -2.007234E+00  -5.323046E+00
   4.956733E+07   4.025986E+03   2.690705E-01  -1.262263E+00    5.279889E+00   7.727596E-03   9.172405E-02  -3.789741E+00  -6.971511E+00  -7.809961E+00  -8.698356E+00  -6.278112E+00  -2.008168E+00  -5.319234E+00
   4.956750E+07   4.027694E+03   2.724715E-01  -1.262267E+00    5.286547E+00   7.680353E-03   9.138261E-02  -3.787197E+00  -6.965220E+00  -7.802917E+00  -8.690572E+00  -6.272545E+00  -2.009299E+00  -5.314850E+00
   4.956766E+07   4.029941E+03   2.766850E-01  -1.262270E+00    5.294655E+00   7.623211E-03   9.096530E-02  -3.784394E+00  -6.957602E+00  -7.794312E+00  -8.680980E+00  -6.265869E+00  -2.011182E+00  -5.309697E+00
   4.956781E+07   4.032380E+03   2.815843E-01  -1.262273E+00    5.304274E+00   7.555976E-03   9.048774E-02  -3.780616E+00  -6.948501E+00  -7.784139E+00  -8.669757E+00  -6.257800E+00  -2.012560E+00  -5.303310E+00
   4.956795E+07   4.035858E+03   2.877977E-01  -1.262276E+00    5.316059E+00   7.474401E-03   8.989422E-02  -3.776859E+00  -6.937477E+00  -7.771596E+00  -8.655671E+00  -6.248213E+00  -2.015752E+00  -5.296029E+00
   4.956809E+07   4.040423E+03   2.963729E-01  -1.262279E+00    5.332584E+00   7.361504E-03   8.909753E-02  -3.770933E+00  -6.921930E+00  -7.754056E+00  -8.636136E+00  -6.234558E+00  -2.018946E+00  -5.285427E+00
   4.956821E+07   4.047275E+03   3.084154E-01  -1.262279E+00    5.355328E+00   7.208895E-03   8.802420E-02  -3.763659E+00  -6.900668E+00  -7.729819E+00  -8.608864E+00  -6.216083E+00  -2.024712E+00  -5.271409E+00
   4.956833E+07   4.055849E+03   3.215302E-01  -1.262281E+00    5.378926E+00   7.053902E-03   8.691626E-02  -3.758519E+00  -6.878972E+00  -7.704430E+00  -8.579581E+00  -6.197767E+00  -2.034672E+00  -5.258397E+00
   4.956844E+07   4.064075E+03   3.337175E-01  -1.262283E+00    5.400600E+00   6.914485E-03   8.594609E-02  -3.754179E+00  -6.859112E+00  -7.681048E+00  -8.552455E+00  -6.181101E+00  -2.044292E+00  -5.246715E+00
   4.956853E+07   4.072046E+03   3.429676E-01  -1.262284E+00    5.415224E+00   6.821978E-03   8.524982E-02  -3.755328E+00  -6.846317E+00  -7.664869E+00  -8.532522E+00  -6.171276E+00  -2.057744E+00  -5.241398E+00
   4.956861E+07   4.078845E+03   3.474487E-01  -1.262284E+00    5.419190E+00   6.797105E-03   8.492642E-02  -3.763607E+00  -6.844018E+00  -7.659713E+00  -8.523987E+00  -6.171366E+00  -2.075107E+00  -5.244947E+00
   4.956867E+07   4.087980E+03   3.573299E-01  -1.262285E+00    5.434192E+00   6.703835E-03   8.424049E-02  -3.766098E+00  -6.831083E+00  -7.642939E+00  -8.502910E+00  -6.161747E+00  -2.091168E+00  -5.240318E+00
   4.956873E+07   4.089752E+03   3.550111E-01  -1.262286E+00    5.426517E+00   6.751393E-03   8.439930E-02  -3.775831E+00  -6.839313E+00  -7.650446E+00  -8.509352E+00  -6.170466E+00  -2.101942E+00  -5.249570E+00
   4.956877E+07   4.083828E+03   3.386976E-01  -1.262286E+00    5.392020E+00   6.969347E-03   8.557233E-02  -3.795908E+00  -6.872850E+00  -7.686517E+00  -8.547652E+00  -6.201503E+00  -2.109508E+00  -5.276366E+00
   4.956880E+07   4.075278E+03   3.196669E-01  -1.262287E+00    5.353534E+00   7.220821E-03   8.707486E-02  -3.814758E+00  -6.909757E+00  -7.727079E+00  -8.591694E+00  -6.234929E+00  -2.111896E+00  -5.304061E+00
   4.956883E+07   4.066366E+03   3.011588E-01  -1.262287E+00    5.316762E+00   7.469561E-03   8.866869E-02  -3.831195E+00  -6.944800E+00  -7.765949E+00  -8.634285E+00  -6.266350E+00  -2.111440E+00  -5.329564E+00
   4.956886E+07   4.057558E+03   2.834622E-01  -1.262288E+00    5.281933E+00   7.713060E-03   9.030860E-02  -3.845828E+00  -6.977866E+00  -7.802817E+00  -8.674883E+00  -6.295816E+00  -2.109255E+00  -5.353168E+00
   4.956888E+07   4.048755E+03   2.660704E-01  -1.262288E+00    5.247884E+00   7.958775E-03   9.202483E-02  -3.859494E+00  -7.010110E+00  -7.838881E+00  -8.714711E+00  -6.324433E+00  -2.105780E+00  -5.375882E+00
   4.956890E+07   4.040056E+03   2.492398E-01  -1.262289E+00    5.215153E+00   8.202358E-03   9.361672E-02  -3.871906E+00  -7.041009E+00  -7.873578E+00  -8.753166E+00  -6.351723E+00  -2.100859E+00  -5.397309E+00
   4.956892E+07   4.031133E+03   2.321978E-01  -1.262289E+00    5.182159E+00   8.455442E-03   9.184547E-02  -3.883828E+00  -7.072080E+00  -7.908566E+00  -8.792041E+00  -6.379060E+00  -2.094453E+00  -5.418587E+00
   4.956894E+07   4.022378E+03   2.155976E-01  -1.262289E+00    5.150115E+00   8.708710E-03   9.021088E-02  -3.894931E+00  -7.102194E+00  -7.942549E+00  -8.829865E+00  -6.405477E+00  -2.086911E+00  -5.439009E+00
   4.956896E+07   4.013657E+03   1.994362E-01  -1.262290E+00    5.119160E+00   8.960575E-03   8.871032E-02  -3.904848E+00  -7.131175E+00  -7.975405E+00  -8.866589E+00  -6.430750E+00  -2.077618E+00  -5.458290E+00
   4.956898E+07   4.005378E+03   1.840278E-01  -1.262291E+00    5.089634E+00   9.207603E-03   8.736747E-02  -3.914089E+00  -7.158793E+00  -8.006728E+00  -8.901595E+00  -6.454810E+00  -2.067782E+00  -5.476601E+00
   4.956901E+07   3.997407E+03   1.693148E-01  -1.262291E+00    5.061534E+00   9.449011E-03   8.616892E-02  -3.922427E+00  -7.185014E+00  -8.036537E+00  -8.934977E+00  -6.477577E+00  -2.057017E+00  -5.493795E+00
   4.956903E+07   3.989647E+03   1.555882E-01  -1.262292E+00    5.035687E+00   9.676658E-03   8.512748E-02  -3.929112E+00  -7.208960E+00  -8.063988E+00  -8.965992E+00  -6.498167E+00  -2.045328E+00  -5.508987E+00
   4.956905E+07   3.982726E+03   1.428420E-01  -1.262294E+00    5.011382E+00   9.895713E-03   8.422911E-02  -3.936066E+00  -7.231541E+00  -8.089711E+00  -8.994915E+00  -6.517724E+00  -2.035849E+00  -5.523642E+00
   4.956908E+07   3.975998E+03   1.310091E-01  -1.262295E+00    4.989159E+00   1.010035E-02   8.345659E-02  -3.941532E+00  -7.252031E+00  -8.113261E+00  -9.021649E+00  -6.535284E+00  -2.025674E+00  -5.536466E+00
   4.956910E+07   3.969731E+03   1.199719E-01  -1.262296E+00    4.968431E+00   1.029503E-02   8.279069E-02  -3.946559E+00  -7.271112E+00  -8.135201E+00  -9.046593E+00  -6.551623E+00  -2.016185E+00  -5.548363E+00
   4.956913E+07   3.964390E+03   1.101062E-01  -1.262297E+00    4.949622E+00   1.047493E-02   8.224110E-02  -3.951753E+00  -7.288509E+00  -8.155045E+00  -9.068996E+00  -6.566656E+00  -2.008829E+00  -5.559536E+00
   4.956916E+07   3.959137E+03   1.010708E-01  -1.262298E+00    4.932798E+00   1.063851E-02   8.177644E-02  -3.955361E+00  -7.303901E+00  -8.172843E+00  -9.089373E+00  -6.579740E+00  -2.000389E+00  -5.568877E+00
   4.956919E+07   3.954500E+03   9.269894E-02  -1.262302E+00    4.916961E+00   1.079483E-02   8.137881E-02  -3.959332E+00  -7.318470E+00  -8.189544E+00  -9.108346E+00  -6.592248E+00  -1.993534E+00  -5.578019E+00
   4.956922E+07   3.950119E+03   8.501579E-02  -1.262304E+00    4.902570E+00   1.093886E-02   8.104308E-02  -3.962545E+00  -7.331641E+00  -8.204732E+00  -9.125711E+00  -6.603474E+00  -1.986599E+00  -5.586075E+00
   4.956925E+07   3.945812E+03   7.784510E-02  -1.262306E+00    4.889382E+00   1.107254E-02   8.075501E-02  -3.964837E+00  -7.343604E+00  -8.218677E+00  -9.141832E+00  -6.613533E+00  -1.979075E+00  -5.593045E+00
   4.956928E+07   3.942162E+03   7.125933E-02  -1.262308E+00    4.876937E+00   1.120018E-02   8.051191E-02  -3.967823E+00  -7.355016E+00  -8.231776E+00  -9.156759E+00  -6.623306E+00  -1.973468E+00  -5.600132E+00
   4.956931E+07   3.938659E+03   6.508029E-02  -1.262310E+00    4.865350E+00   1.132036E-02   8.030281E-02  -3.970354E+00  -7.365598E+00  -8.243980E+00  -9.170735E+00  -6.632317E+00  -1.967794E+00  -5.606573E+00
   4.956934E+07   3.934990E+03   5.899697E-02  -1.262313E+00    4.854188E+00   1.143733E-02   8.011512E-02  -3.972142E+00  -7.375686E+00  -8.255764E+00  -9.184408E+00  -6.640768E+00  -1.961160E+00  -5.612366E+00
   4.956937E+07   3.931616E+03   5.339257E-02  -1.262315E+00    4.843900E+00   1.154622E-02   7.995816E-02  -3.973779E+00  -7.384977E+00  -8.266619E+00  -9.197007E+00  -6.648550E+00  -1.955025E+00  -5.617694E+00
   4.956940E+07   3.928660E+03   4.831145E-02  -1.262318E+00    4.834462E+00   1.164703E-02   7.982908E-02  -3.975552E+00  -7.393541E+00  -8.276556E+00  -9.208472E+00  -6.655781E+00  -1.949877E+00  -5.622751E+00
   4.956943E+07   3.925895E+03   4.359046E-02  -1.262321E+00    4.825714E+00   1.174125E-02   7.972052E-02  -3.977123E+00  -7.401463E+00  -8.285764E+00  -9.219116E+00  -6.662456E+00  -1.944974E+00  -5.627389E+00
   4.956946E+07   3.923279E+03   3.893084E-02  -1.262324E+00    4.816958E+00   1.183633E-02   7.962417E-02  -3.979000E+00  -7.409440E+00  -8.294960E+00  -9.229668E+00  -6.669241E+00  -1.940599E+00  -5.632222E+00
   4.956949E+07   3.920082E+03   3.399544E-02  -1.262327E+00    4.808156E+00   1.193267E-02   7.953419E-02  -3.979666E+00  -7.417258E+00  -8.304264E+00  -9.240676E+00  -6.675629E+00  -1.934034E+00  -5.636304E+00
   4.956952E+07   3.917380E+03   2.933804E-02  -1.262330E+00    4.799504E+00   1.202814E-02   7.946025E-02  -3.981239E+00  -7.425087E+00  -8.313356E+00  -9.251188E+00  -6.682228E+00  -1.929202E+00  -5.640895E+00
   4.956955E+07   3.914545E+03   2.462702E-02  -1.262333E+00    4.790866E+00   1.212421E-02   7.939659E-02  -3.982502E+00  -7.432849E+00  -8.322443E+00  -9.261782E+00  -6.688704E+00  -1.923833E+00  -5.645279E+00
   4.956958E+07   3.911690E+03   1.980225E-02  -1.262336E+00    4.781969E+00   1.222398E-02   7.934297E-02  -3.983926E+00  -7.440861E+00  -8.331792E+00  -9.272650E+00  -6.695413E+00  -1.918514E+00  -5.649869E+00
   4.956960E+07   3.908821E+03   1.500702E-02  -1.262339E+00    4.773163E+00   1.232352E-02   7.930130E-02  -3.985229E+00  -7.448769E+00  -8.341045E+00  -9.283441E+00  -6.702012E+00  -1.913061E+00  -5.654340E+00
   4.956963E+07   3.905625E+03   1.021295E-02  -1.262343E+00    4.764724E+00   1.241968E-02   7.927141E-02  -3.985508E+00  -7.456182E+00  -8.349955E+00  -9.294099E+00  -6.707984E+00  -1.906146E+00  -5.658000E+00
   4.956966E+07   3.902920E+03   5.764639E-03  -1.262347E+00    4.756607E+00   1.251287E-02   7.925349E-02  -3.986554E+00  -7.463436E+00  -8.358481E+00  -9.304091E+00  -6.714000E+00  -1.900856E+00  -5.662012E+00
   4.956969E+07   3.900260E+03   1.553447E-03  -1.262352E+00    4.749035E+00   1.260045E-02   7.924559E-02  -3.987229E+00  -7.470149E+00  -8.366445E+00  -9.313512E+00  -6.719499E+00  -1.895402E+00  -5.665556E+00
   4.956971E+07   3.897644E+03  -2.614139E-03  -1.262357E+00    4.741525E+00   1.268791E-02   7.924666E-02  -3.988958E+00  -7.476734E+00  -8.374237E+00  -9.322874E+00  -6.724986E+00  -1.892806E+00  -5.669405E+00
   4.956974E+07   3.894905E+03  -6.834197E-03  -1.262361E+00    4.734021E+00   1.277590E-02   7.925716E-02  -3.991039E+00  -7.483217E+00  -8.381970E+00  -9.332338E+00  -6.730381E+00  -1.891461E+00  -5.673260E+00
   4.956977E+07   3.892377E+03  -1.094007E-02  -1.262364E+00    4.726571E+00   1.286387E-02   7.927590E-02  -3.993474E+00  -7.489722E+00  -8.389629E+00  -9.341598E+00  -6.735877E+00  -1.890769E+00  -5.677331E+00
   4.956979E+07   3.889556E+03  -1.495097E-02  -1.262368E+00    4.719685E+00   1.294571E-02   7.930265E-02  -3.994757E+00  -7.495550E+00  -8.396746E+00  -9.350504E+00  -6.740575E+00  -1.888603E+00  -5.680435E+00
   4.956982E+07   3.887120E+03  -1.853005E-02  -1.262372E+00    4.713453E+00   1.302023E-02   7.933321E-02  -3.996140E+00  -7.500864E+00  -8.403176E+00  -9.358481E+00  -6.744910E+00  -1.887040E+00  -5.683389E+00
   4.956984E+07   3.884907E+03  -2.198699E-02  -1.262375E+00    4.707279E+00   1.309449E-02   7.936902E-02  -3.997903E+00  -7.506203E+00  -8.409528E+00  -9.366242E+00  -6.749356E+00  -1.886154E+00  -5.686578E+00
   4.956986E+07   3.882527E+03  -2.566131E-02  -1.262378E+00    4.700748E+00   1.317348E-02   7.941378E-02  -3.999684E+00  -7.511832E+00  -8.416249E+00  -9.374479E+00  -6.754024E+00  -1.885113E+00  -5.689890E+00
   4.956989E+07   3.879960E+03  -2.935657E-02  -1.262380E+00    4.694376E+00   1.325102E-02   7.946608E-02  -4.000924E+00  -7.517229E+00  -8.422824E+00  -9.382692E+00  -6.758379E+00  -1.883341E+00  -5.692779E+00
   4.956991E+07   3.877341E+03  -3.299553E-02  -1.262383E+00    4.688204E+00   1.332657E-02   7.952374E-02  -4.001852E+00  -7.522403E+00  -8.429201E+00  -9.390744E+00  -6.762488E+00  -1.881229E+00  -5.695387E+00
   4.956993E+07   3.874866E+03  -3.655695E-02  -1.262387E+00    4.682068E+00   1.340210E-02   7.958630E-02  -4.003021E+00  -7.527594E+00  -8.435530E+00  -9.398657E+00  -6.766667E+00  -1.879555E+00  -5.698144E+00
   4.956995E+07   3.872545E+03  -4.010254E-02  -1.262391E+00    4.675800E+00   1.347969E-02   7.965162E-02  -4.004623E+00  -7.532971E+00  -8.441977E+00  -9.406591E+00  -6.771093E+00  -1.878515E+00  -5.701233E+00
   4.956997E+07   3.870277E+03  -4.341606E-02  -1.262395E+00    4.670054E+00   1.355122E-02   7.971820E-02  -4.005802E+00  -7.537846E+00  -8.447896E+00  -9.413966E+00  -6.775035E+00  -1.877137E+00  -5.703864E+00
   4.956999E+07   3.867456E+03  -4.725350E-02  -1.262399E+00    4.663620E+00   1.363176E-02   7.980225E-02  -4.006544E+00  -7.543192E+00  -8.454545E+00  -9.422426E+00  -6.779217E+00  -1.874727E+00  -5.706412E+00
   4.957001E+07   3.864849E+03  -5.112451E-02  -1.262403E+00    4.656864E+00   1.371685E-02   7.989464E-02  -4.008029E+00  -7.548941E+00  -8.461498E+00  -9.431056E+00  -6.783885E+00  -1.873330E+00  -5.709565E+00
   4.957003E+07   3.862532E+03  -5.448377E-02  -1.262406E+00    4.651065E+00   1.379031E-02   7.998061E-02  -4.009132E+00  -7.553842E+00  -8.467471E+00  -9.438520E+00  -6.787822E+00  -1.871893E+00  -5.712151E+00
   4.957005E+07   3.859807E+03  -5.801833E-02  -1.262410E+00    4.645286E+00   1.386390E-02   8.007694E-02  -4.009379E+00  -7.558562E+00  -8.473453E+00  -9.446258E+00  -6.791405E+00  -1.869180E+00  -5.714141E+00
   4.957007E+07   3.857612E+03  -6.118992E-02  -1.262414E+00    4.639823E+00   1.393384E-02   8.016863E-02  -4.010375E+00  -7.563171E+00  -8.479079E+00  -9.453300E+00  -6.795092E+00  -1.867809E+00  -5.716541E+00
   4.957010E+07   3.855233E+03  -6.454174E-02  -1.262418E+00    4.634116E+00   1.400727E-02   8.027093E-02  -4.011232E+00  -7.567949E+00  -8.484960E+00  -9.460717E+00  -6.798870E+00  -1.866120E+00  -5.718920E+00
   4.957012E+07   3.852675E+03  -6.811298E-02  -1.262422E+00    4.628064E+00   1.408557E-02   8.038603E-02  -4.012057E+00  -7.573000E+00  -8.491200E+00  -9.468609E+00  -6.802841E+00  -1.864228E+00  -5.721383E+00
   4.957014E+07   3.850096E+03  -7.174126E-02  -1.262426E+00    4.621896E+00   1.416582E-02   8.050935E-02  -4.012941E+00  -7.578157E+00  -8.497556E+00  -9.476633E+00  -6.806903E+00  -1.862392E+00  -5.723919E+00
   4.957016E+07   3.847510E+03  -7.524862E-02  -1.262430E+00    4.616039E+00   1.424244E-02   8.063451E-02  -4.013487E+00  -7.582997E+00  -8.503600E+00  -9.484350E+00  -6.810641E+00  -1.860228E+00  -5.726123E+00
   4.957018E+07   3.845001E+03  -7.877947E-02  -1.262435E+00    4.610039E+00   1.432136E-02   8.076655E-02  -4.014321E+00  -7.588008E+00  -8.509781E+00  -9.492155E+00  -6.814579E+00  -1.858448E+00  -5.728567E+00
   4.957020E+07   3.842197E+03  -8.259931E-02  -1.262439E+00    4.603651E+00   1.440587E-02   8.091618E-02  -4.014921E+00  -7.593289E+00  -8.516370E+00  -9.500560E+00  -6.818655E+00  -1.856145E+00  -5.730969E+00
   4.957022E+07   3.839116E+03  -8.648414E-02  -1.262443E+00    4.597416E+00   1.448884E-02   8.107539E-02  -4.014777E+00  -7.598305E+00  -8.522826E+00  -9.509011E+00  -6.822341E+00  -1.852827E+00  -5.732808E+00
   4.957024E+07   3.836394E+03  -9.028646E-02  -1.262447E+00    4.590985E+00   1.457491E-02   8.123824E-02  -4.015553E+00  -7.603656E+00  -8.529451E+00  -9.517401E+00  -6.826510E+00  -1.850810E+00  -5.735340E+00
   4.957026E+07   3.833804E+03  -9.388252E-02  -1.262453E+00    4.584923E+00   1.465652E-02   8.139805E-02  -4.016219E+00  -7.608689E+00  -8.535697E+00  -9.525327E+00  -6.830413E+00  -1.848827E+00  -5.737680E+00
   4.957028E+07   3.831142E+03  -9.756262E-02  -1.262460E+00    4.578734E+00   1.474030E-02   8.156743E-02  -4.016843E+00  -7.613818E+00  -8.542074E+00  -9.533431E+00  -6.834375E+00  -1.846737E+00  -5.740029E+00
   4.957030E+07   3.828327E+03  -1.012859E-01  -1.262466E+00    4.572612E+00   1.482365E-02   8.174567E-02  -4.017066E+00  -7.618818E+00  -8.548396E+00  -9.541577E+00  -6.838135E+00  -1.844092E+00  -5.742079E+00
   4.957032E+07   3.825585E+03  -1.047730E-01  -1.262471E+00    4.567002E+00   1.490045E-02   8.191856E-02  -4.016908E+00  -7.623332E+00  -8.554199E+00  -9.549160E+00  -6.841435E+00  -1.841140E+00  -5.743706E+00
   4.957034E+07   3.823075E+03  -1.082632E-01  -1.262475E+00    4.561122E+00   1.498136E-02   8.209727E-02  -4.017492E+00  -7.628208E+00  -8.560256E+00  -9.556844E+00  -6.845194E+00  -1.839166E+00  -5.745929E+00
   4.957036E+07   3.819892E+03  -1.122380E-01  -1.262480E+00    4.554798E+00   1.506888E-02   8.230767E-02  -4.017074E+00  -7.633256E+00  -8.566805E+00  -9.565457E+00  -6.848818E+00  -1.835497E+00  -5.747598E+00
   4.957038E+07   3.816890E+03  -1.163657E-01  -1.262485E+00    4.547889E+00   1.516507E-02   8.253394E-02  -4.017598E+00  -7.638959E+00  -8.573925E+00  -9.574524E+00  -6.853170E+00  -1.832944E+00  -5.750098E+00
   4.957040E+07   3.813758E+03  -1.203989E-01  -1.262490E+00    4.541367E+00   1.525644E-02   8.276230E-02  -4.017433E+00  -7.644221E+00  -8.580668E+00  -9.583296E+00  -6.857015E+00  -1.829552E+00  -5.752004E+00
   4.957042E+07   3.810782E+03  -1.245332E-01  -1.262494E+00    4.534419E+00   1.535439E-02   8.300431E-02  -4.017999E+00  -7.649971E+00  -8.587827E+00  -9.592383E+00  -6.861410E+00  -1.827031E+00  -5.754547E+00
   4.957044E+07   3.807833E+03  -1.285150E-01  -1.262499E+00    4.527824E+00   1.544793E-02   8.324439E-02  -4.018241E+00  -7.655376E+00  -8.594630E+00  -9.601095E+00  -6.865463E+00  -1.824190E+00  -5.756759E+00
   4.957047E+07   3.804971E+03  -1.324253E-01  -1.262502E+00    4.521312E+00   1.554087E-02   8.348711E-02  -4.018564E+00  -7.660734E+00  -8.601345E+00  -9.609662E+00  -6.869501E+00  -1.821493E+00  -5.759004E+00
   4.957049E+07   3.801938E+03  -1.365435E-01  -1.262508E+00    4.514478E+00   1.563900E-02   8.374939E-02  -4.018808E+00  -7.666342E+00  -8.608395E+00  -9.618672E+00  -6.873703E+00  -1.818502E+00  -5.761297E+00
   4.957051E+07   3.798295E+03  -1.409448E-01  -1.262513E+00    4.507637E+00   1.573784E-02   8.403787E-02  -4.017692E+00  -7.671710E+00  -8.615496E+00  -9.628126E+00  -6.877369E+00  -1.813442E+00  -5.762659E+00
   4.957054E+07   3.795078E+03  -1.452821E-01  -1.262519E+00    4.500474E+00   1.584201E-02   8.433010E-02  -4.017789E+00  -7.677570E+00  -8.622891E+00  -9.637596E+00  -6.881716E+00  -1.809997E+00  -5.764961E+00
   4.957056E+07   3.791973E+03  -1.495046E-01  -1.262525E+00    4.493474E+00   1.594449E-02   8.462227E-02  -4.017933E+00  -7.683313E+00  -8.630116E+00  -9.646822E+00  -6.885987E+00  -1.806662E+00  -5.767251E+00
   4.957059E+07   3.789159E+03  -1.532639E-01  -1.262531E+00    4.487301E+00   1.603539E-02   8.488846E-02  -4.017861E+00  -7.688345E+00  -8.636493E+00  -9.655010E+00  -6.889677E+00  -1.803379E+00  -5.769137E+00
   4.957061E+07   3.786668E+03  -1.565121E-01  -1.262536E+00    4.482039E+00   1.611330E-02   8.512298E-02  -4.017568E+00  -7.692597E+00  -8.641938E+00  -9.662055E+00  -6.892735E+00  -1.800193E+00  -5.770591E+00
   4.957063E+07   3.784206E+03  -1.594661E-01  -1.262541E+00    4.477480E+00   1.618110E-02   8.533991E-02  -4.016613E+00  -7.696157E+00  -8.646677E+00  -9.668375E+00  -6.895107E+00  -1.796328E+00  -5.771375E+00
   4.957066E+07   3.781876E+03  -1.625037E-01  -1.262546E+00    4.472564E+00   1.625453E-02   8.556681E-02  -4.016287E+00  -7.700128E+00  -8.651766E+00  -9.674957E+00  -6.897948E+00  -1.793196E+00  -5.772705E+00
   4.957068E+07   3.779577E+03  -1.653906E-01  -1.262551E+00    4.467991E+00   1.632314E-02   8.578586E-02  -4.015666E+00  -7.703769E+00  -8.656511E+00  -9.681174E+00  -6.900468E+00  -1.789754E+00  -5.773730E+00
   4.957070E+07   3.777112E+03  -1.686400E-01  -1.262556E+00    4.462705E+00   1.640280E-02   8.603666E-02  -4.015356E+00  -7.708055E+00  -8.661981E+00  -9.688220E+00  -6.903546E+00  -1.786359E+00  -5.775199E+00
   4.957072E+07   3.774847E+03  -1.715795E-01  -1.262561E+00    4.457967E+00   1.647454E-02   8.626708E-02  -4.014928E+00  -7.711875E+00  -8.666892E+00  -9.694577E+00  -6.906249E+00  -1.783035E+00  -5.776419E+00
   4.957074E+07   3.772535E+03  -1.745421E-01  -1.262566E+00    4.453226E+00   1.654663E-02   8.650280E-02  -4.014371E+00  -7.715678E+00  -8.671808E+00  -9.700967E+00  -6.908906E+00  -1.779458E+00  -5.777556E+00
   4.957075E+07   3.777410E+03  -1.668500E-01  -1.262568E+00    4.466839E+00   1.634046E-02   8.589353E-02  -4.011896E+00  -7.704042E+00  -8.657825E+00  -9.683875E+00  -6.899678E+00  -1.783278E+00  -5.771525E+00
   4.957076E+07   3.781009E+03  -1.614648E-01  -1.262568E+00    4.476161E+00   1.620076E-02   8.548142E-02  -4.010728E+00  -7.696180E+00  -8.648234E+00  -9.671981E+00  -6.893576E+00  -1.786585E+00  -5.767768E+00
   4.957076E+07   3.782630E+03  -1.591381E-01  -1.262568E+00    4.480115E+00   1.614188E-02   8.530700E-02  -4.010429E+00  -7.692884E+00  -8.644160E+00  -9.666869E+00  -6.891069E+00  -1.788258E+00  -5.766313E+00
   4.957077E+07   3.782144E+03  -1.597205E-01  -1.262570E+00    4.479218E+00   1.615522E-02   8.534982E-02  -4.010230E+00  -7.693583E+00  -8.645093E+00  -9.668114E+00  -6.891532E+00  -1.787470E+00  -5.766460E+00
   4.957077E+07   3.780329E+03  -1.622407E-01  -1.262572E+00    4.475004E+00   1.621803E-02   8.553863E-02  -4.010347E+00  -7.697061E+00  -8.649441E+00  -9.673624E+00  -6.894126E+00  -1.785370E+00  -5.767875E+00
   4.957078E+07   3.777527E+03  -1.661797E-01  -1.262574E+00    4.468382E+00   1.631727E-02   8.583973E-02  -4.010617E+00  -7.702547E+00  -8.656274E+00  -9.682249E+00  -6.898240E+00  -1.782148E+00  -5.770162E+00
   4.957079E+07   3.774103E+03  -1.710411E-01  -1.262577E+00    4.460172E+00   1.644111E-02   8.621944E-02  -4.011016E+00  -7.709368E+00  -8.664742E+00  -9.692903E+00  -6.903372E+00  -1.778162E+00  -5.773052E+00
   4.957081E+07   3.770177E+03  -1.764866E-01  -1.262579E+00    4.451087E+00   1.657926E-02   8.665605E-02  -4.011079E+00  -7.716861E+00  -8.674129E+00  -9.704789E+00  -6.908913E+00  -1.773019E+00  -5.776008E+00
   4.957082E+07   3.765757E+03  -1.822290E-01  -1.262582E+00    4.441838E+00   1.672110E-02   8.712893E-02  -4.010079E+00  -7.724319E+00  -8.683721E+00  -9.717187E+00  -6.914150E+00  -1.765903E+00  -5.778315E+00
